Student_ID,Programme,Entry_Level,Entry_Year,Total_Credits,Year_3_GPA,Year_4_GPA,Final_GPA,Degree_Classification,Graduation_Date,Graduation_Status
10000671,Accountancy & Finance,1,2019/20,360,19.99,20.08,20.03,First Class Honours,2023-06-30,Graduated
10000672,Accountancy & Finance,1,2019/20,360,13.0,14.61,13.8,Lower Second Class Honours,2023-06-30,Graduated
10000673,Accountancy & Finance,1,2019/20,360,10.47,11.1,10.79,Third Class Honours,2023-06-30,Pending
10000674,Accountancy & Finance,1,2019/20,360,14.66,15.32,14.99,Borderline 2.2/2.1,2023-06-30,Graduated
10000676,Accountancy & Finance,1,2019/20,360,15.39,15.76,15.57,Upper Second Class Honours,2023-06-30,Graduated
10000677,Accountancy & Finance,1,2019/20,360,20.26,20.26,20.26,First Class Honours,2023-06-30,Graduated
10000679,Accountancy & Finance,1,2019/20,360,19.82,19.57,19.7,First Class Honours,2023-06-30,Graduated
10000680,Accountancy & Finance,1,2019/20,360,15.38,15.3,15.34,Upper Second Class Honours,2023-06-30,Graduated
10000681,Accountancy & Finance,1,2019/20,360,12.53,10.96,11.74,Borderline 3rd/2.2,2023-06-30,Graduated
10000682,Accountancy & Finance,2,2019/20,240,19.66,20.31,19.98,First Class Honours,2022-06-30,Graduated
10000683,Accountancy & Finance,3,2019/20,120,10.33,11.06,10.7,Third Class Honours,2021-06-30,Graduated
10000684,Accountancy & Finance,2,2019/20,240,19.81,15.44,17.63,Borderline 2.1/1st,2022-06-30,Pending
10000685,Accountancy & Finance,1,2019/20,360,15.06,15.2,15.13,Upper Second Class Honours,2023-06-30,Graduated
10000687,Accountancy & Finance,2,2019/20,240,14.92,14.85,14.88,Borderline 2.2/2.1,2022-06-30,Graduated
10000689,Accountancy & Finance,1,2019/20,360,13.26,13.56,13.41,Lower Second Class Honours,2023-06-30,Pending
10000690,Accountancy & Finance,1,2019/20,360,11.52,10.62,11.07,Third Class Honours,2023-06-30,Graduated
10000691,Accountancy & Finance,1,2019/20,360,15.05,14.77,14.91,Borderline 2.2/2.1,2023-06-30,Graduated
10000692,Accountancy & Finance,1,2019/20,360,11.15,11.91,11.53,Borderline 3rd/2.2,2023-06-30,Graduated
10000693,Accountancy & Finance,2,2019/20,240,10.42,9.56,9.99,Third Class Honours,2022-06-30,Pending
10000694,Accountancy & Finance,2,2019/20,240,14.2,15.19,14.69,Borderline 2.2/2.1,2022-06-30,Graduated
10000695,Accountancy & Finance,1,2019/20,360,19.82,19.78,19.8,First Class Honours,2023-06-30,Graduated
10000698,Accountancy & Finance,3,2019/20,120,5.96,6.32,6.14,Fail,2021-06-30,Deferred
10000699,Accountancy & Finance,2,2019/20,240,14.9,15.63,15.26,Upper Second Class Honours,2022-06-30,Graduated
10000700,Accountancy & Finance,3,2019/20,120,10.29,11.68,10.98,Third Class Honours,2021-06-30,Graduated
10000701,Accountancy & Finance,1,2019/20,360,10.17,11.09,10.63,Third Class Honours,2023-06-30,Graduated
10000702,Accountancy & Finance,2,2019/20,240,10.84,10.46,10.65,Third Class Honours,2022-06-30,Graduated
10000703,Accountancy & Finance,1,2019/20,360,9.05,10.55,9.8,Third Class Honours,2023-06-30,Graduated
10000704,Accountancy & Finance,2,2019/20,240,5.86,6.04,5.95,Fail,2022-06-30,Deferred
10000705,Accountancy & Finance,1,2019/20,360,12.94,15.63,14.29,Lower Second Class Honours,2023-06-30,Graduated
10000706,Accountancy & Finance,2,2019/20,240,20.19,19.72,19.96,First Class Honours,2022-06-30,Graduated
10000707,Business Management,1,2019/20,360,14.49,15.69,15.09,Upper Second Class Honours,2023-06-30,Graduated
10000709,Business Management,1,2019/20,360,11.27,10.76,11.02,Third Class Honours,2023-06-30,Graduated
10000710,Business Management,1,2019/20,360,10.64,11.31,10.98,Third Class Honours,2023-06-30,Graduated
10000712,Business Management,2,2019/20,240,10.35,10.73,10.54,Third Class Honours,2022-06-30,Graduated
10000715,Business Management,1,2019/20,360,11.38,11.02,11.2,Third Class Honours,2023-06-30,Graduated
10000716,Business Management,1,2019/20,360,10.51,11.76,11.13,Third Class Honours,2023-06-30,Graduated
10000717,Business Management,1,2019/20,360,15.2,14.7,14.95,Borderline 2.2/2.1,2023-06-30,Pending
10000718,Business Management,1,2019/20,360,9.55,10.75,10.15,Third Class Honours,2023-06-30,Graduated
10000719,Business Management,1,2019/20,360,3.86,4.65,4.26,Fail,2023-06-30,Deferred
10000720,Business Management,2,2019/20,240,14.98,20.33,17.66,Borderline 2.1/1st,2022-06-30,Graduated
10000721,Business Management,1,2019/20,360,20.11,20.15,20.13,First Class Honours,2023-06-30,Graduated
10000723,Business Management,1,2019/20,360,11.61,10.75,11.18,Third Class Honours,2023-06-30,Graduated
10000724,Business Management,1,2019/20,360,9.14,5.39,7.27,Fail,2023-06-30,Deferred
10000725,Business Management,1,2019/20,360,15.3,15.14,15.22,Upper Second Class Honours,2023-06-30,Graduated
10000726,Business Management,1,2019/20,360,8.13,12.64,10.39,Third Class Honours,2023-06-30,Graduated
10000727,Business Management,1,2019/20,360,14.55,19.41,16.98,Upper Second Class Honours,2023-06-30,Graduated
10000728,Business Management,2,2019/20,240,11.57,11.88,11.73,Borderline 3rd/2.2,2022-06-30,Graduated
10000729,Business Management,1,2019/20,360,8.98,11.06,10.02,Third Class Honours,2023-06-30,Graduated
10000730,Business Management,1,2019/20,360,20.42,20.07,20.25,First Class Honours,2023-06-30,Graduated
10000731,Business Management,1,2019/20,360,7.98,11.26,9.62,Third Class Honours,2023-06-30,Graduated
10000733,Business Management,1,2019/20,360,10.43,11.49,10.96,Third Class Honours,2023-06-30,Graduated
10000734,Business Management,1,2019/20,360,19.12,19.4,19.26,First Class Honours,2023-06-30,Graduated
10000735,Business Management,3,2019/20,120,6.01,5.75,5.88,Fail,2021-06-30,Deferred
10000736,Business Management,3,2019/20,120,8.33,10.52,9.42,Third Class Honours,2021-06-30,Pending
10000737,Business Management,2,2019/20,240,14.92,14.2,14.56,Borderline 2.2/2.1,2022-06-30,Graduated
10000738,Business Management,1,2019/20,360,15.87,14.81,15.34,Upper Second Class Honours,2023-06-30,Graduated
10000739,Business Management,1,2019/20,360,16.09,15.12,15.61,Upper Second Class Honours,2023-06-30,Graduated
10000740,Business Management,1,2019/20,360,8.76,11.86,10.31,Third Class Honours,2023-06-30,Graduated
10000741,Business Management,1,2019/20,360,15.24,14.99,15.12,Upper Second Class Honours,2023-06-30,Graduated
10000742,Business Management,2,2019/20,240,11.45,11.8,11.63,Borderline 3rd/2.2,2022-06-30,Graduated
10000743,Business Management,1,2019/20,360,9.18,10.53,9.85,Third Class Honours,2023-06-30,Graduated
10000744,Business Management,2,2019/20,240,19.58,19.74,19.66,First Class Honours,2022-06-30,Graduated
10000745,Business Management,1,2019/20,360,4.89,5.95,5.42,Fail,2023-06-30,Deferred
10000746,Business Management,1,2019/20,360,10.02,8.48,9.25,Third Class Honours,2023-06-30,Pending
10000747,Business Management,1,2019/20,360,12.2,11.58,11.89,Borderline 3rd/2.2,2023-06-30,Graduated
10000748,Business Management,1,2019/20,360,6.83,11.77,9.3,Third Class Honours,2023-06-30,Pending
10000750,Business Management,1,2019/20,360,11.16,11.95,11.55,Borderline 3rd/2.2,2023-06-30,Graduated
10000751,Business Management,1,2019/20,360,5.49,5.54,5.52,Fail,2023-06-30,Deferred
10000752,Business Management,2,2019/20,240,11.14,15.99,13.57,Lower Second Class Honours,2022-06-30,Graduated
10000754,Business Management,1,2019/20,360,12.21,12.02,12.11,Lower Second Class Honours,2023-06-30,Graduated
10000755,Business Management,1,2019/20,360,15.41,16.09,15.75,Upper Second Class Honours,2023-06-30,Graduated
10000757,Business Management,1,2019/20,360,12.05,11.37,11.71,Borderline 3rd/2.2,2023-06-30,Graduated
10000758,Business Management,3,2019/20,120,10.64,15.16,12.9,Lower Second Class Honours,2021-06-30,Graduated
10000760,Business Management,2,2019/20,240,10.09,10.97,10.53,Third Class Honours,2022-06-30,Graduated
10000761,Business Management,1,2019/20,360,20.05,20.18,20.12,First Class Honours,2023-06-30,Graduated
10000762,Business Management,3,2019/20,120,4.96,5.4,5.18,Fail,2021-06-30,Deferred
10000763,Business Management,1,2019/20,360,16.06,15.45,15.76,Upper Second Class Honours,2023-06-30,Graduated
10000764,Business Management,1,2019/20,360,14.56,15.46,15.01,Upper Second Class Honours,2023-06-30,Graduated
10000765,Business Management,1,2019/20,360,10.66,10.78,10.72,Third Class Honours,2023-06-30,Graduated
10000767,Business Management,1,2019/20,360,20.0,20.59,20.3,First Class Honours,2023-06-30,Graduated
10000768,Business Management,2,2019/20,240,4.92,4.81,4.86,Fail,2022-06-30,Deferred
10000769,Business Management,1,2019/20,360,10.98,14.15,12.56,Lower Second Class Honours,2023-06-30,Graduated
10000770,Business Management,2,2019/20,240,14.42,14.31,14.36,Lower Second Class Honours,2022-06-30,Graduated
10000771,Business Management,2,2019/20,240,8.82,12.11,10.47,Third Class Honours,2022-06-30,Graduated
10000772,Business Management,2,2019/20,240,14.37,11.21,12.79,Lower Second Class Honours,2022-06-30,Pending
10000774,Business Management,2,2019/20,240,9.99,10.23,10.11,Third Class Honours,2022-06-30,Graduated
10000775,Business Management,2,2019/20,240,13.63,14.27,13.95,Lower Second Class Honours,2022-06-30,Graduated
10000776,Business Management,1,2019/20,360,20.11,19.98,20.04,First Class Honours,2023-06-30,Graduated
10000777,Business Management,1,2019/20,360,7.07,7.01,7.04,Fail,2023-06-30,Deferred
10000778,Business Management,1,2019/20,360,20.86,20.88,20.87,First Class Honours,2023-06-30,Graduated
10000779,Business Management,2,2019/20,240,11.92,11.94,11.93,Borderline 3rd/2.2,2022-06-30,Graduated
10000780,Business Management,1,2019/20,360,12.16,15.33,13.75,Lower Second Class Honours,2023-06-30,Graduated
10000781,Business Management,1,2019/20,360,11.81,12.09,11.95,Borderline 3rd/2.2,2023-06-30,Graduated
10000782,Business Management,1,2019/20,360,10.15,11.77,10.96,Third Class Honours,2023-06-30,Graduated
10000783,Business Management,1,2019/20,360,10.77,10.66,10.72,Third Class Honours,2023-06-30,Graduated
10000784,Business Management,1,2019/20,360,14.48,15.15,14.82,Borderline 2.2/2.1,2023-06-30,Graduated
10000785,Business Management,1,2019/20,360,11.49,7.93,9.71,Third Class Honours,2023-06-30,Pending
10000786,Business Management,1,2019/20,360,20.27,20.01,20.14,First Class Honours,2023-06-30,Graduated
10000788,Business Management,3,2019/20,120,11.27,10.47,10.87,Third Class Honours,2021-06-30,Graduated
10000789,Business Management,2,2019/20,240,15.02,11.25,13.13,Lower Second Class Honours,2022-06-30,Pending
10000790,Business Management,1,2019/20,360,5.33,10.48,7.91,Fail,2023-06-30,Deferred
10000791,Business Management,1,2019/20,360,14.66,15.11,14.88,Borderline 2.2/2.1,2023-06-30,Graduated
10000792,Business Management,1,2019/20,360,10.86,11.79,11.32,Third Class Honours,2023-06-30,Graduated
10000793,Business Management,1,2019/20,360,15.24,15.46,15.35,Upper Second Class Honours,2023-06-30,Graduated
10000794,Business Management,1,2019/20,360,10.73,10.93,10.83,Third Class Honours,2023-06-30,Graduated
10000795,Business Management,2,2019/20,240,14.63,14.22,14.43,Lower Second Class Honours,2022-06-30,Graduated
10000796,Business Management,1,2019/20,360,11.3,9.71,10.5,Third Class Honours,2023-06-30,Graduated
10000797,Business Management,1,2019/20,360,14.98,15.3,15.14,Upper Second Class Honours,2023-06-30,Graduated
10000798,Business Management,1,2019/20,360,15.44,14.18,14.81,Borderline 2.2/2.1,2023-06-30,Graduated
10000800,Business Management,1,2019/20,360,14.56,15.18,14.87,Borderline 2.2/2.1,2023-06-30,Graduated
10000801,Business Management,1,2019/20,360,19.91,20.09,20.0,First Class Honours,2023-06-30,Graduated
10000802,Business Management,1,2019/20,360,10.96,10.61,10.79,Third Class Honours,2023-06-30,Graduated
10000804,Business Management,1,2019/20,360,16.21,14.91,15.56,Upper Second Class Honours,2023-06-30,Graduated
10000805,Business Management,1,2019/20,360,15.41,14.98,15.2,Upper Second Class Honours,2023-06-30,Graduated
10000806,Business Management,1,2019/20,360,15.53,13.26,14.39,Lower Second Class Honours,2023-06-30,Graduated
10000807,Business Management,1,2019/20,360,8.33,12.41,10.37,Third Class Honours,2023-06-30,Graduated
10000808,Business Management,1,2019/20,360,7.34,5.33,6.33,Fail,2023-06-30,Deferred
10000809,Business Management,1,2019/20,360,10.29,10.95,10.62,Third Class Honours,2023-06-30,Graduated
10000810,Business Management,1,2019/20,360,15.88,14.38,15.13,Upper Second Class Honours,2023-06-30,Graduated
10000811,Business Management,1,2019/20,360,19.97,15.3,17.64,Borderline 2.1/1st,2023-06-30,Pending
10000812,Business Management,1,2019/20,360,14.7,15.48,15.09,Upper Second Class Honours,2023-06-30,Graduated
10000813,Business Management,1,2019/20,360,14.89,14.66,14.78,Borderline 2.2/2.1,2023-06-30,Graduated
10000814,Business Management,1,2019/20,360,15.02,16.15,15.59,Upper Second Class Honours,2023-06-30,Graduated
10000815,Business Management,1,2019/20,360,19.21,19.98,19.6,First Class Honours,2023-06-30,Graduated
10000816,Business Management,2,2019/20,240,11.36,10.93,11.14,Third Class Honours,2022-06-30,Graduated
10000817,Business Management,2,2019/20,240,15.54,15.09,15.31,Upper Second Class Honours,2022-06-30,Graduated
10000819,Business Management,1,2019/20,360,10.41,11.36,10.88,Third Class Honours,2023-06-30,Graduated
10000820,Business Management,1,2019/20,360,7.9,7.33,7.61,Fail,2023-06-30,Deferred
10000821,Business Management,3,2019/20,120,19.6,20.47,20.04,First Class Honours,2021-06-30,Graduated
10000822,Business Management,1,2019/20,360,2.23,5.42,3.82,Fail,2023-06-30,Deferred
10000823,Business Management,2,2019/20,240,11.04,14.41,12.73,Lower Second Class Honours,2022-06-30,Graduated
10000824,Business Management,1,2019/20,360,5.14,5.92,5.53,Fail,2023-06-30,Deferred
10000825,Business Management,1,2019/20,360,10.38,9.91,10.14,Third Class Honours,2023-06-30,Graduated
10000826,Business Management,3,2019/20,120,14.43,14.68,14.56,Borderline 2.2/2.1,2021-06-30,Graduated
10000827,Business Management,1,2019/20,360,15.44,14.7,15.07,Upper Second Class Honours,2023-06-30,Graduated
10000828,Business Management,1,2019/20,360,15.63,15.22,15.43,Upper Second Class Honours,2023-06-30,Graduated
10000829,Business Management,2,2019/20,240,19.44,20.07,19.76,First Class Honours,2022-06-30,Graduated
10000830,Business Management,1,2019/20,360,5.07,8.45,6.76,Fail,2023-06-30,Deferred
10000831,Business Management,1,2019/20,360,15.28,16.32,15.8,Upper Second Class Honours,2023-06-30,Graduated
10000833,Business Management,3,2019/20,120,15.83,14.89,15.36,Upper Second Class Honours,2021-06-30,Graduated
10000834,Business Management,1,2019/20,360,19.23,19.96,19.59,First Class Honours,2023-06-30,Graduated
10000835,Business Management,1,2019/20,360,8.97,8.94,8.96,Borderline Fail/3rd,2023-06-30,Pending
10000836,Business Management,1,2019/20,360,20.03,19.41,19.72,First Class Honours,2023-06-30,Graduated
10000837,Business Management,2,2019/20,240,19.93,20.28,20.11,First Class Honours,2022-06-30,Graduated
10000839,Business Management,1,2019/20,360,15.11,16.14,15.62,Upper Second Class Honours,2023-06-30,Graduated
10000840,Business Management,1,2019/20,360,6.7,4.62,5.66,Fail,2023-06-30,Deferred
10000841,Business Management,1,2019/20,360,20.43,15.05,17.74,Borderline 2.1/1st,2023-06-30,Pending
10000843,Business Management,1,2019/20,360,10.46,10.69,10.57,Third Class Honours,2023-06-30,Graduated
10000844,Business Management,3,2019/20,120,12.06,10.85,11.45,Third Class Honours,2021-06-30,Graduated
10000845,Business Management,1,2019/20,360,15.04,15.91,15.47,Upper Second Class Honours,2023-06-30,Graduated
10000846,Business Management,1,2019/20,360,10.26,6.99,8.63,Borderline Fail/3rd,2023-06-30,Pending
10000847,Business Management,1,2019/20,360,15.68,14.68,15.18,Upper Second Class Honours,2023-06-30,Graduated
10000850,Business Management,1,2019/20,360,7.58,4.04,5.81,Fail,2023-06-30,Deferred
10000851,Business Management,1,2019/20,360,14.65,14.95,14.8,Borderline 2.2/2.1,2023-06-30,Graduated
10000852,Business Management,1,2019/20,360,8.59,10.74,9.66,Third Class Honours,2023-06-30,Graduated
10000853,Business Management,3,2019/20,120,9.15,11.68,10.41,Third Class Honours,2021-06-30,Graduated
10000855,Business Management,1,2019/20,360,5.37,3.81,4.59,Fail,2023-06-30,Deferred
10000856,Business Management,1,2019/20,360,14.48,13.65,14.07,Lower Second Class Honours,2023-06-30,Graduated
10000857,Business Management,1,2019/20,360,14.88,7.66,11.27,Third Class Honours,2023-06-30,Pending
10000858,Business Management,1,2019/20,360,10.18,10.41,10.29,Third Class Honours,2023-06-30,Graduated
10000859,Business Management,2,2019/20,240,15.34,14.2,14.77,Borderline 2.2/2.1,2022-06-30,Graduated
10000860,Business Management,1,2019/20,360,14.67,16.46,15.57,Upper Second Class Honours,2023-06-30,Graduated
10000861,Business Management,1,2019/20,360,19.74,20.52,20.13,First Class Honours,2023-06-30,Graduated
10000862,Business Management,1,2019/20,360,19.29,19.76,19.53,First Class Honours,2023-06-30,Graduated
10000863,Business Management,1,2019/20,360,13.86,13.87,13.86,Lower Second Class Honours,2023-06-30,Graduated
10000866,Business Management,1,2019/20,360,15.68,14.88,15.28,Upper Second Class Honours,2023-06-30,Graduated
10000867,Business Management,1,2019/20,360,11.98,9.62,10.8,Third Class Honours,2023-06-30,Graduated
10000868,Business Management,1,2019/20,360,11.11,11.85,11.48,Third Class Honours,2023-06-30,Graduated
10000870,Business Management,2,2019/20,240,10.94,9.76,10.35,Third Class Honours,2022-06-30,Graduated
10000871,Business Management,1,2019/20,360,7.29,7.89,7.59,Fail,2023-06-30,Deferred
10000872,Business Management,1,2019/20,360,11.02,10.34,10.68,Third Class Honours,2023-06-30,Graduated
10000873,Business Management,1,2019/20,360,9.8,7.58,8.69,Borderline Fail/3rd,2023-06-30,Pending
10000874,Business Management,1,2019/20,360,12.59,11.78,12.19,Lower Second Class Honours,2023-06-30,Graduated
10000875,Business Management,1,2019/20,360,7.14,7.43,7.29,Fail,2023-06-30,Deferred
10000876,Business Management,2,2019/20,240,15.63,16.0,15.81,Upper Second Class Honours,2022-06-30,Graduated
10000877,Business Management,1,2019/20,360,13.38,10.97,12.18,Lower Second Class Honours,2023-06-30,Graduated
10000878,Business Management,1,2019/20,360,10.44,11.38,10.91,Third Class Honours,2023-06-30,Graduated
10000879,Business Management,1,2019/20,360,8.0,6.56,7.28,Fail,2023-06-30,Deferred
10000880,Business Management,1,2019/20,360,10.44,10.57,10.5,Third Class Honours,2023-06-30,Graduated
10000881,Business Management,1,2019/20,360,20.52,19.75,20.14,First Class Honours,2023-06-30,Graduated
10000882,Business Management,1,2019/20,360,14.94,15.5,15.22,Upper Second Class Honours,2023-06-30,Graduated
10000883,Business Management,1,2019/20,360,15.49,13.93,14.71,Borderline 2.2/2.1,2023-06-30,Graduated
10000884,Business Management,1,2019/20,360,9.78,9.92,9.85,Third Class Honours,2023-06-30,Graduated
10000885,Business Management,2,2019/20,240,10.36,10.63,10.5,Third Class Honours,2022-06-30,Graduated
10000886,Business Management,1,2019/20,360,11.03,15.26,13.14,Lower Second Class Honours,2023-06-30,Graduated
10000887,Business Management,1,2019/20,360,19.51,19.14,19.32,First Class Honours,2023-06-30,Graduated
10000888,Business Management,3,2019/20,120,7.37,10.2,8.79,Borderline Fail/3rd,2021-06-30,Pending
10000889,Business Management,1,2019/20,360,9.57,9.78,9.67,Third Class Honours,2023-06-30,Graduated
10000890,Business Management,1,2019/20,360,4.57,3.7,4.13,Fail,2023-06-30,Deferred
10000891,Business Management,2,2019/20,240,10.47,10.68,10.58,Third Class Honours,2022-06-30,Graduated
10000893,Business Management,1,2019/20,360,19.56,21.36,20.46,First Class Honours,2023-06-30,Graduated
10000894,Business Management,1,2019/20,360,19.74,19.86,19.8,First Class Honours,2023-06-30,Graduated
10000895,Business Management,1,2019/20,360,11.67,15.03,13.35,Lower Second Class Honours,2023-06-30,Graduated
10000896,Business Management,1,2019/20,360,15.4,15.03,15.22,Upper Second Class Honours,2023-06-30,Graduated
10000897,Business Management,1,2019/20,360,15.51,15.47,15.49,Upper Second Class Honours,2023-06-30,Graduated
10000898,Business Management,2,2019/20,240,20.73,20.0,20.36,First Class Honours,2022-06-30,Graduated
10000900,Business Management,1,2019/20,360,11.19,11.65,11.42,Third Class Honours,2023-06-30,Graduated
10000901,Business Management,1,2019/20,360,10.29,12.12,11.2,Third Class Honours,2023-06-30,Graduated
10000903,Business Management,3,2019/20,120,6.37,5.26,5.81,Fail,2021-06-30,Deferred
10000904,Business Management,1,2019/20,360,8.24,10.11,9.18,Third Class Honours,2023-06-30,Graduated
10000905,Business Management,1,2019/20,360,14.38,15.52,14.95,Borderline 2.2/2.1,2023-06-30,Graduated
10000906,Business Management,2,2019/20,240,19.95,19.71,19.83,First Class Honours,2022-06-30,Graduated
10000907,Business Management,1,2019/20,360,11.84,9.63,10.74,Third Class Honours,2023-06-30,Pending
10000908,Business Management,1,2019/20,360,15.73,11.1,13.42,Lower Second Class Honours,2023-06-30,Pending
10000909,Business Management,1,2019/20,360,10.42,11.69,11.05,Third Class Honours,2023-06-30,Graduated
10000910,Business Management,2,2019/20,240,4.97,7.43,6.2,Fail,2022-06-30,Deferred
10000911,Business Management,1,2019/20,360,14.84,14.88,14.86,Borderline 2.2/2.1,2023-06-30,Graduated
10000912,Business Management,2,2019/20,240,9.91,9.88,9.89,Third Class Honours,2022-06-30,Graduated
10000913,Business Management,3,2019/20,120,8.68,9.88,9.28,Third Class Honours,2021-06-30,Graduated
10000914,Business Management,2,2019/20,240,14.93,15.08,15.0,Upper Second Class Honours,2022-06-30,Graduated
10000915,Business Management,2,2019/20,240,20.32,19.79,20.05,First Class Honours,2022-06-30,Graduated
10000917,Business Management,1,2019/20,360,14.77,15.38,15.07,Upper Second Class Honours,2023-06-30,Graduated
10000918,Business Management,1,2019/20,360,11.24,11.42,11.33,Third Class Honours,2023-06-30,Graduated
10000920,Business Management,1,2019/20,360,15.25,15.0,15.13,Upper Second Class Honours,2023-06-30,Graduated
10000921,Business Management,1,2019/20,360,12.34,12.27,12.3,Lower Second Class Honours,2023-06-30,Graduated
10000922,Business Management,3,2019/20,120,14.53,16.2,15.36,Upper Second Class Honours,2021-06-30,Graduated
10000923,Business Management,1,2019/20,360,5.33,5.61,5.47,Fail,2023-06-30,Deferred
10000924,Business Management,2,2019/20,240,11.27,11.82,11.55,Borderline 3rd/2.2,2022-06-30,Graduated
10000926,Business Management,1,2019/20,360,15.11,15.37,15.24,Upper Second Class Honours,2023-06-30,Graduated
10000927,Business Management,2,2019/20,240,13.64,15.68,14.66,Borderline 2.2/2.1,2022-06-30,Graduated
10000928,Business Management,1,2019/20,360,15.24,14.72,14.98,Borderline 2.2/2.1,2023-06-30,Graduated
10000929,Business Management,3,2019/20,120,7.69,7.73,7.71,Fail,2021-06-30,Deferred
10000930,Business Management,2,2019/20,240,15.33,15.73,15.53,Upper Second Class Honours,2022-06-30,Graduated
10000931,Business Management,2,2019/20,240,11.46,10.1,10.78,Third Class Honours,2022-06-30,Graduated
10000932,Business Management,2,2019/20,240,5.49,5.2,5.34,Fail,2022-06-30,Deferred
10000933,Business Management,1,2019/20,360,7.6,10.42,9.01,Third Class Honours,2023-06-30,Graduated
10000934,Business Management,1,2019/20,360,12.7,10.21,11.46,Third Class Honours,2023-06-30,Graduated
10000935,Business Management,1,2019/20,360,15.23,14.1,14.67,Borderline 2.2/2.1,2023-06-30,Graduated
10000936,Business Management,3,2019/20,120,15.65,15.1,15.38,Upper Second Class Honours,2021-06-30,Graduated
10000937,Business Management,1,2019/20,360,14.54,15.27,14.9,Borderline 2.2/2.1,2023-06-30,Graduated
10000938,Business Management,1,2019/20,360,10.89,12.59,11.74,Borderline 3rd/2.2,2023-06-30,Graduated
10000939,Business Management,1,2019/20,360,11.63,8.52,10.08,Third Class Honours,2023-06-30,Pending
10000941,Business Management,1,2019/20,360,12.06,14.2,13.13,Lower Second Class Honours,2023-06-30,Graduated
10000942,Business Management,1,2019/20,360,10.54,11.34,10.94,Third Class Honours,2023-06-30,Graduated
10000943,Business Management,2,2019/20,240,8.11,4.33,6.22,Fail,2022-06-30,Deferred
10000944,Business Management,1,2019/20,360,16.84,14.46,15.65,Upper Second Class Honours,2023-06-30,Graduated
10000945,Business Management,3,2019/20,120,12.14,9.79,10.97,Third Class Honours,2021-06-30,Graduated
10000946,Business Management,1,2019/20,360,20.0,19.98,19.99,First Class Honours,2023-06-30,Graduated
10000947,Business Management,1,2019/20,360,6.66,7.84,7.25,Fail,2023-06-30,Deferred
10000948,Business Management,2,2019/20,240,10.78,8.23,9.51,Third Class Honours,2022-06-30,Pending
10000949,Business Management,1,2019/20,360,13.95,15.03,14.49,Lower Second Class Honours,2023-06-30,Graduated
10000950,Business Management,1,2019/20,360,14.7,14.39,14.54,Borderline 2.2/2.1,2023-06-30,Graduated
10000951,Business Management,1,2019/20,360,11.45,11.75,11.6,Borderline 3rd/2.2,2023-06-30,Graduated
10000952,Business Management,1,2019/20,360,10.9,7.95,9.42,Third Class Honours,2023-06-30,Pending
10000953,Business Management,1,2019/20,360,19.69,19.54,19.61,First Class Honours,2023-06-30,Graduated
10000954,Business Management,1,2019/20,360,5.82,4.35,5.08,Fail,2023-06-30,Deferred
10000955,Business Management,1,2019/20,360,6.31,6.58,6.45,Fail,2023-06-30,Deferred
10000956,Business Management,1,2019/20,360,14.56,15.32,14.94,Borderline 2.2/2.1,2023-06-30,Graduated
10000957,Business Management,1,2019/20,360,19.77,20.28,20.02,First Class Honours,2023-06-30,Graduated
10000958,Business Management,2,2019/20,240,10.1,11.1,10.6,Third Class Honours,2022-06-30,Graduated
10000959,Business Management,1,2019/20,360,15.3,15.07,15.18,Upper Second Class Honours,2023-06-30,Graduated
10000960,Business Management,1,2019/20,360,10.33,10.52,10.43,Third Class Honours,2023-06-30,Graduated
10000961,Business Management,2,2019/20,240,10.17,11.57,10.87,Third Class Honours,2022-06-30,Graduated
10000962,Business Management,3,2019/20,120,15.37,14.69,15.03,Upper Second Class Honours,2021-06-30,Graduated
10000963,Business Management,2,2019/20,240,9.23,10.41,9.82,Third Class Honours,2022-06-30,Graduated
10000964,Business Management,1,2019/20,360,5.79,4.05,4.92,Fail,2023-06-30,Deferred
10000965,Business Management,1,2019/20,360,14.97,10.99,12.98,Lower Second Class Honours,2023-06-30,Pending
10000966,Business Management,1,2019/20,360,12.1,10.48,11.29,Third Class Honours,2023-06-30,Graduated
10000967,Business Management,3,2019/20,120,15.47,15.54,15.51,Upper Second Class Honours,2021-06-30,Graduated
10000968,Business Management,1,2019/20,360,6.37,7.42,6.89,Fail,2023-06-30,Deferred
10000969,Business Management,2,2019/20,240,11.13,11.7,11.42,Third Class Honours,2022-06-30,Graduated
10000970,Business Management,3,2019/20,120,6.29,8.02,7.15,Fail,2021-06-30,Deferred
10000971,Business Management,1,2019/20,360,7.47,4.41,5.94,Fail,2023-06-30,Deferred
10000972,Business Management,1,2019/20,360,15.67,14.29,14.98,Borderline 2.2/2.1,2023-06-30,Graduated
10000973,Business Management,1,2019/20,360,11.87,12.24,12.05,Lower Second Class Honours,2023-06-30,Graduated
10000974,Business Management,1,2019/20,360,15.15,15.15,15.15,Upper Second Class Honours,2023-06-30,Graduated
10000975,Business Management,1,2019/20,360,3.09,3.71,3.4,Fail,2023-06-30,Deferred
10000976,Business Management,2,2019/20,240,10.83,9.74,10.28,Third Class Honours,2022-06-30,Graduated
10000977,Business Management,3,2019/20,120,11.07,10.85,10.96,Third Class Honours,2021-06-30,Graduated
10000979,Business Management,1,2019/20,360,15.7,15.29,15.49,Upper Second Class Honours,2023-06-30,Graduated
