Academic_Year,Semester,Course_Code,Student_ID,Course_Grade_Point,Overall_Grade,Warning
2018-19,Sem2,B3507,10000008,20.79,A3,
2018-19,Sem2,B3507,10000011,16.57,B2,
2018-19,Sem2,B3508,10000115,10.32,D2,
2018-19,Sem2,B3508,10000119,5.66,F1,
2018-19,Sem2,B3508,10000147,2.98,G1,
2018-19,Sem2,B3508,10000157,21.07,A2,
2018-19,Sem2,B3508,10000008,21.19,A2,
2018-19,Sem2,B3508,10000011,13.6,C2,
2018-19,Sem2,B3511,10000115,11.95,D1,
2018-19,Sem2,B3511,10000119,10.54,D2,
2018-19,Sem2,B3511,10000147,8.55,E1,
2018-19,Sem2,B3511,10000157,21.53,A2,
2018-19,Sem2,B3511,10000008,19.92,A4,
2018-19,Sem2,B3511,10000011,13.99,C2,
2018-19,Sem2,B3512,10000115,11.52,D1,
2018-19,Sem2,B3512,10000119,6.55,E3,
2018-19,Sem2,B3512,10000147,7.47,E2,
2018-19,Sem2,B3512,10000157,20.87,A3,
2018-19,Sem2,B3512,10000008,20.73,A3,
2018-19,Sem2,B3512,10000011,14.28,C1,
2018-19,Sem2,B4502,10000006,12.19,C3,
2018-19,Sem2,B4502,10000014,NP,NP,NO PAPER - FOLLOW UP REQUIRED
2018-19,Sem2,B4503,10000022,11.47,D1,
2018-19,Sem2,B4503,10000076,15.23,B3,
2018-19,Sem2,B4505,10000022,10.79,D2,
2018-19,Sem2,B4505,10000076,14.5,C1,
2018-19,Sem2,B4512,10000006,8.69,E1,
2018-19,Sem2,B4512,10000014,13.87,C2,
2018-19,Sem3_Resit,B1003,10000129,6.336499999999999,E3,
2018-19,Sem3_Resit,B1003,10000131,10.8905,D2,
2018-19,Sem3_Resit,B1003,10000132,3.657,F3,
2018-19,Sem3_Resit,B1003,10000136,13.799999999999999,C2,
2018-19,Sem3_Resit,B1003,10000142,5.3015,F1,
2018-19,Sem3_Resit,B1003,10000160,7.566999999999999,E2,
2018-19,Sem3_Resit,B1003,10000161,7.785499999999999,E2,
2018-19,Sem3_Resit,B1003,10000165,7.0264999999999995,E2,
2018-19,Sem3_Resit,B1003,10000166,6.991999999999999,E3,
2018-19,Sem3_Resit,B1003,10000176,2.7255,G1,
2018-19,Sem3_Resit,B1003,10000183,8.165,E1,
2018-19,Sem3_Resit,B1003,10000184,16.33,B2,
2018-19,Sem3_Resit,B1003,10000196,6.911499999999999,E3,
2018-19,Sem3_Resit,B1003,10000197,6.186999999999999,E3,
2018-19,Sem3_Resit,B1003,10000204,10.292499999999999,D2,
2018-19,Sem3_Resit,B1003,10000206,9.637,D3,
2018-19,Sem3_Resit,B1003,10000213,11.051499999999999,D1,
2018-19,Sem3_Resit,B1003,10000214,13.501,C2,
2018-19,Sem3_Resit,B1003,10000215,5.359,F1,
2018-19,Sem3_Resit,B1003,10000219,9.383999999999999,D3,
2018-19,Sem3_Resit,B1003,10000226,4.531,F2,
2018-19,Sem3_Resit,B1003,10000228,9.2805,D3,
2018-19,Sem3_Resit,B1003,10000233,10.3845,D2,
2018-19,Sem3_Resit,B1003,10000242,7.543999999999999,E2,
2018-19,Sem3_Resit,B1003,10000247,9.763499999999999,D3,
2018-19,Sem3_Resit,B1003,10000250,13.225,C2,
2018-19,Sem3_Resit,B1003,10000253,8.498499999999998,E1,
2018-19,Sem3_Resit,B1003,10000258,11.189499999999999,D1,
2018-19,Sem3_Resit,B1003,10000260,4.4159999999999995,F2,
2018-19,Sem3_Resit,B1003,10000262,5.577499999999999,F1,
2018-19,Sem3_Resit,B1003,10000265,13.316999999999998,C2,
2018-19,Sem3_Resit,B1003,10000269,8.671,E1,
2018-19,Sem3_Resit,B1003,10000292,4.048,F2,
2018-19,Sem3_Resit,B1003,10000293,6.739,E3,
2018-19,Sem3_Resit,B1003,10000294,10.809999999999999,D2,
2018-19,Sem3_Resit,B1003,10000300,3.3465,F3,
2018-19,Sem3_Resit,B1003,10000306,6.865499999999999,E3,
2018-19,Sem3_Resit,B1003,10000318,9.4645,D3,
2018-19,Sem3_Resit,B1003,10000319,10.568499999999998,D2,
2018-19,Sem3_Resit,B1003,10000333,6.8999999999999995,E3,
2018-19,Sem3_Resit,B1003,10000340,7.153,E2,
2018-19,Sem3_Resit,B1003,10000342,2.8635,G1,
2018-19,Sem3_Resit,B1003,10000343,6.991999999999999,E3,
2018-19,Sem3_Resit,B1003,10000348,3.7949999999999995,F3,
2018-19,Sem3_Resit,B1003,10000353,9.9245,D3,
2018-19,Sem3_Resit,B1003,10000354,11.293,D1,
2018-19,Sem3_Resit,B1003,10000356,10.556999999999999,D2,
2018-19,Sem3_Resit,B1003,10000360,3.4154999999999998,F3,
2018-19,Sem3_Resit,B1003,10000370,12.235999999999999,C3,
2018-19,Sem3_Resit,B1003,10000378,7.233499999999999,E2,
2018-19,Sem3_Resit,B1003,10000383,10.0625,D2,
2018-19,Sem3_Resit,B1003,10000385,3.4269999999999996,F3,
2018-19,Sem3_Resit,B1003,10000387,9.797999999999998,D3,
2018-19,Sem3_Resit,B1003,10000389,3.6685,F3,
2018-19,Sem3_Resit,B1003,10000400,11.994499999999999,D1,
2018-19,Sem3_Resit,B1003,10000404,15.7665,B3,
2018-19,Sem3_Resit,B1003,10000421,1.8859999999999997,G1,
2018-19,Sem3_Resit,B1003,10000423,8.1075,E1,
2018-19,Sem3_Resit,B1003,10000430,9.625499999999999,D3,
2018-19,Sem3_Resit,B1003,10000436,7.6819999999999995,E2,
2018-19,Sem3_Resit,B1003,10000454,13.3745,C2,
2018-19,Sem3_Resit,B1003,10000473,14.5475,C1,
2018-19,Sem3_Resit,B1003,10000474,1.265,G1,
2018-19,Sem3_Resit,B1003,10000476,3.3925,F3,
2018-19,Sem3_Resit,B1004,10000113,14.121999999999998,C1,
2018-19,Sem3_Resit,B1004,10000129,7.406,E2,
2018-19,Sem3_Resit,B1004,10000131,3.9099999999999997,F3,
2018-19,Sem3_Resit,B1004,10000132,9.763499999999999,D3,
2018-19,Sem3_Resit,B1004,10000142,6.3595,E3,
2018-19,Sem3_Resit,B1004,10000148,2.415,G1,
2018-19,Sem3_Resit,B1004,10000155,12.903,C3,
2018-19,Sem3_Resit,B1004,10000160,4.760999999999999,F2,
2018-19,Sem3_Resit,B1004,10000161,7.014999999999999,E2,
2018-19,Sem3_Resit,B1004,10000165,11.753,D1,
2018-19,Sem3_Resit,B1004,10000166,2.6104999999999996,G1,
2018-19,Sem3_Resit,B1004,10000171,11.867999999999999,D1,
2018-19,Sem3_Resit,B1004,10000176,4.093999999999999,F2,
2018-19,Sem3_Resit,B1004,10000179,11.4195,D1,
2018-19,Sem3_Resit,B1004,10000197,4.358499999999999,F2,
2018-19,Sem3_Resit,B1004,10000203,9.016,D3,
2018-19,Sem3_Resit,B1004,10000215,13.501,C2,
2018-19,Sem3_Resit,B1004,10000219,6.324999999999999,E3,
2018-19,Sem3_Resit,B1004,10000226,7.555499999999999,E2,
2018-19,Sem3_Resit,B1004,10000228,2.9899999999999998,G1,
2018-19,Sem3_Resit,B1004,10000233,6.635499999999999,E3,
2018-19,Sem3_Resit,B1004,10000242,7.382999999999999,E2,
2018-19,Sem3_Resit,B1004,10000247,1.5294999999999999,G1,
2018-19,Sem3_Resit,B1004,10000253,7.831499999999999,E2,
2018-19,Sem3_Resit,B1004,10000260,6.635499999999999,E3,
2018-19,Sem3_Resit,B1004,10000262,6.060499999999999,E3,
2018-19,Sem3_Resit,B1004,10000269,3.8985,F3,
2018-19,Sem3_Resit,B1004,10000275,12.466,C3,
2018-19,Sem3_Resit,B1004,10000287,5.5889999999999995,F1,
2018-19,Sem3_Resit,B1004,10000294,3.6914999999999996,F3,
2018-19,Sem3_Resit,B1004,10000300,6.336499999999999,E3,
2018-19,Sem3_Resit,B1004,10000306,11.591999999999999,D1,
2018-19,Sem3_Resit,B1004,10000318,10.879,D2,
2018-19,Sem3_Resit,B1004,10000333,8.958499999999999,E1,
2018-19,Sem3_Resit,B1004,10000340,4.071,F2,
2018-19,Sem3_Resit,B1004,10000342,7.302499999999999,E2,
2018-19,Sem3_Resit,B1004,10000348,9.717499999999998,D3,
2018-19,Sem3_Resit,B1004,10000352,10.165999999999999,D2,
2018-19,Sem3_Resit,B1004,10000353,1.5065,G1,
2018-19,Sem3_Resit,B1004,10000354,11.0745,D1,
2018-19,Sem3_Resit,B1004,10000356,8.176499999999999,E1,
2018-19,Sem3_Resit,B1004,10000360,11.362,D1,
2018-19,Sem3_Resit,B1004,10000378,9.982,D3,
2018-19,Sem3_Resit,B1004,10000383,5.818999999999999,F1,
2018-19,Sem3_Resit,B1004,10000385,4.6345,F2,
2018-19,Sem3_Resit,B1004,10000387,7.2909999999999995,E2,
2018-19,Sem3_Resit,B1004,10000393,14.121999999999998,C1,
2018-19,Sem3_Resit,B1004,10000395,14.489999999999998,C1,
2018-19,Sem3_Resit,B1004,10000404,13.8805,C2,
2018-19,Sem3_Resit,B1004,10000406,10.821499999999999,D2,
2018-19,Sem3_Resit,B1004,10000421,7.268,E2,
2018-19,Sem3_Resit,B1004,10000422,12.558,C3,
2018-19,Sem3_Resit,B1004,10000423,10.741,D2,
2018-19,Sem3_Resit,B1004,10000436,7.911999999999999,E2,
2018-19,Sem3_Resit,B1004,10000473,11.637999999999998,D1,
2018-19,Sem3_Resit,B1004,10000476,6.002999999999999,E3,
2018-19,Sem3_Resit,B1501,10000113,14.501499999999998,C1,
2018-19,Sem3_Resit,B1501,10000129,4.427499999999999,F2,
2018-19,Sem3_Resit,B1501,10000131,1.6214999999999997,G1,
2018-19,Sem3_Resit,B1501,10000136,14.213999999999999,C1,
2018-19,Sem3_Resit,B1501,10000142,4.922,F2,
2018-19,Sem3_Resit,B1501,10000148,2.3459999999999996,G1,
2018-19,Sem3_Resit,B1501,10000154,9.9935,D3,
2018-19,Sem3_Resit,B1501,10000156,12.144,C3,
2018-19,Sem3_Resit,B1501,10000160,11.477,D1,
2018-19,Sem3_Resit,B1501,10000161,7.578499999999999,E2,
2018-19,Sem3_Resit,B1501,10000165,8.027,E1,
2018-19,Sem3_Resit,B1501,10000166,5.3705,F1,
2018-19,Sem3_Resit,B1501,10000176,5.082999999999999,F1,
2018-19,Sem3_Resit,B1501,10000183,4.6114999999999995,F2,
2018-19,Sem3_Resit,B1501,10000190,10.902,D2,
2018-19,Sem3_Resit,B1501,10000197,12.42,C3,
2018-19,Sem3_Resit,B1501,10000215,12.2245,C3,
2018-19,Sem3_Resit,B1501,10000226,6.577999999999999,E3,
2018-19,Sem3_Resit,B1501,10000228,10.821499999999999,D2,
2018-19,Sem3_Resit,B1501,10000233,5.0714999999999995,F1,
2018-19,Sem3_Resit,B1501,10000247,5.9685,F1,
2018-19,Sem3_Resit,B1501,10000262,10.464999999999998,D2,
2018-19,Sem3_Resit,B1501,10000265,15.536499999999998,B3,
2018-19,Sem3_Resit,B1501,10000269,6.7044999999999995,E3,
2018-19,Sem3_Resit,B1501,10000276,12.580999999999998,C3,
2018-19,Sem3_Resit,B1501,10000287,8.360499999999998,E1,
2018-19,Sem3_Resit,B1501,10000292,6.8885,E3,
2018-19,Sem3_Resit,B1501,10000294,7.4174999999999995,E2,
2018-19,Sem3_Resit,B1501,10000299,13.8805,C2,
2018-19,Sem3_Resit,B1501,10000300,10.051,D2,
2018-19,Sem3_Resit,B1501,10000306,5.7155,F1,
2018-19,Sem3_Resit,B1501,10000313,12.362499999999999,C3,
2018-19,Sem3_Resit,B1501,10000318,5.175,F1,
2018-19,Sem3_Resit,B1501,10000340,6.3709999999999996,E3,
2018-19,Sem3_Resit,B1501,10000342,3.3234999999999997,F3,
2018-19,Sem3_Resit,B1501,10000343,2.3804999999999996,G1,
2018-19,Sem3_Resit,B1501,10000348,8.831999999999999,E1,
2018-19,Sem3_Resit,B1501,10000352,4.0825,F2,
2018-19,Sem3_Resit,B1501,10000353,8.924,E1,
2018-19,Sem3_Resit,B1501,10000354,5.0714999999999995,F1,
2018-19,Sem3_Resit,B1501,10000356,9.2,D3,
2018-19,Sem3_Resit,B1501,10000360,4.2665,F2,
2018-19,Sem3_Resit,B1501,10000367,3.082,F3,
2018-19,Sem3_Resit,B1501,10000370,12.741999999999999,C3,
2018-19,Sem3_Resit,B1501,10000378,8.372,E1,
2018-19,Sem3_Resit,B1501,10000383,6.129499999999999,E3,
2018-19,Sem3_Resit,B1501,10000385,8.981499999999999,E1,
2018-19,Sem3_Resit,B1501,10000387,4.749499999999999,F2,
2018-19,Sem3_Resit,B1501,10000389,6.152499999999999,E3,
2018-19,Sem3_Resit,B1501,10000406,12.075,C3,
2018-19,Sem3_Resit,B1501,10000421,8.418,E1,
2018-19,Sem3_Resit,B1501,10000423,8.4755,E1,
2018-19,Sem3_Resit,B1501,10000436,8.625,E1,
2018-19,Sem3_Resit,B1501,10000440,14.777499999999998,C1,
2018-19,Sem3_Resit,B1501,10000454,9.418499999999998,D3,
2018-19,Sem3_Resit,B1501,10000461,11.086,D1,
2018-19,Sem3_Resit,B1501,10000473,9.797999999999998,D3,
2018-19,Sem3_Resit,B1501,10000474,4.1975,F2,
2018-19,Sem3_Resit,B1502,10000120,12.5235,C3,
2018-19,Sem3_Resit,B1502,10000129,5.335999999999999,F1,
2018-19,Sem3_Resit,B1502,10000131,6.336499999999999,E3,
2018-19,Sem3_Resit,B1502,10000132,7.5095,E2,
2018-19,Sem3_Resit,B1502,10000142,4.14,F2,
2018-19,Sem3_Resit,B1502,10000148,5.3015,F1,
2018-19,Sem3_Resit,B1502,10000156,12.328,C3,
2018-19,Sem3_Resit,B1502,10000160,7.4635,E2,
2018-19,Sem3_Resit,B1502,10000161,5.818999999999999,F1,
2018-19,Sem3_Resit,B1502,10000165,4.5655,F2,
2018-19,Sem3_Resit,B1502,10000166,13.362999999999998,C2,
2018-19,Sem3_Resit,B1502,10000176,4.002,F2,
2018-19,Sem3_Resit,B1502,10000180,13.040999999999999,C2,
2018-19,Sem3_Resit,B1502,10000183,10.879,D2,
2018-19,Sem3_Resit,B1502,10000196,12.304999999999998,C3,
2018-19,Sem3_Resit,B1502,10000197,2.2194999999999996,G1,
2018-19,Sem3_Resit,B1502,10000203,1.426,G1,
2018-19,Sem3_Resit,B1502,10000207,10.660499999999999,D2,
2018-19,Sem3_Resit,B1502,10000213,11.062999999999999,D1,
2018-19,Sem3_Resit,B1502,10000215,7.2795,E2,
2018-19,Sem3_Resit,B1502,10000219,10.085499999999998,D2,
2018-19,Sem3_Resit,B1502,10000226,5.888,F1,
2018-19,Sem3_Resit,B1502,10000228,10.7065,D2,
2018-19,Sem3_Resit,B1502,10000242,5.772999999999999,F1,
2018-19,Sem3_Resit,B1502,10000253,6.7965,E3,
2018-19,Sem3_Resit,B1502,10000260,6.290499999999999,E3,
2018-19,Sem3_Resit,B1502,10000262,8.556,E1,
2018-19,Sem3_Resit,B1502,10000265,11.718499999999999,D1,
2018-19,Sem3_Resit,B1502,10000269,6.072,E3,
2018-19,Sem3_Resit,B1502,10000287,8.8205,E1,
2018-19,Sem3_Resit,B1502,10000292,5.531499999999999,F1,
2018-19,Sem3_Resit,B1502,10000293,9.498999999999999,D3,
2018-19,Sem3_Resit,B1502,10000294,7.452,E2,
2018-19,Sem3_Resit,B1502,10000300,7.8545,E2,
2018-19,Sem3_Resit,B1502,10000306,6.8999999999999995,E3,
2018-19,Sem3_Resit,B1502,10000318,10.855999999999998,D2,
2018-19,Sem3_Resit,B1502,10000333,0.161,G3,
2018-19,Sem3_Resit,B1502,10000334,13.029499999999999,C2,
2018-19,Sem3_Resit,B1502,10000340,4.8645000000000005,F2,
2018-19,Sem3_Resit,B1502,10000342,6.095,E3,
2018-19,Sem3_Resit,B1502,10000343,8.210999999999999,E1,
2018-19,Sem3_Resit,B1502,10000352,2.53,G1,
2018-19,Sem3_Resit,B1502,10000353,9.3725,D3,
2018-19,Sem3_Resit,B1502,10000354,6.198499999999999,E3,
2018-19,Sem3_Resit,B1502,10000356,11.408,D1,
2018-19,Sem3_Resit,B1502,10000360,4.2204999999999995,F2,
2018-19,Sem3_Resit,B1502,10000367,3.4269999999999996,F3,
2018-19,Sem3_Resit,B1502,10000378,8.8435,E1,
2018-19,Sem3_Resit,B1502,10000383,7.624499999999999,E2,
2018-19,Sem3_Resit,B1502,10000385,7.6819999999999995,E2,
2018-19,Sem3_Resit,B1502,10000387,6.233,E3,
2018-19,Sem3_Resit,B1502,10000389,6.485999999999999,E3,
2018-19,Sem3_Resit,B1502,10000393,15.616999999999999,B3,
2018-19,Sem3_Resit,B1502,10000421,5.485499999999999,F1,
2018-19,Sem3_Resit,B1502,10000423,7.5095,E2,
2018-19,Sem3_Resit,B1502,10000430,12.8225,C3,
2018-19,Sem3_Resit,B1502,10000436,9.9935,D3,
2018-19,Sem3_Resit,B1502,10000459,13.431999999999999,C2,
2018-19,Sem3_Resit,B1502,10000476,7.337,E2,
2018-19,Sem3_Resit,B1503,10000132,3.703,F3,
2018-19,Sem3_Resit,B1503,10000142,5.3245,F1,
2018-19,Sem3_Resit,B1503,10000148,8.854999999999999,E1,
2018-19,Sem3_Resit,B1503,10000160,9.9935,D3,
2018-19,Sem3_Resit,B1503,10000161,2.0469999999999997,G1,
2018-19,Sem3_Resit,B1503,10000165,4.922,F2,
2018-19,Sem3_Resit,B1503,10000176,9.66,D3,
2018-19,Sem3_Resit,B1503,10000183,12.005999999999998,C3,
2018-19,Sem3_Resit,B1503,10000196,9.027499999999998,D3,
2018-19,Sem3_Resit,B1503,10000197,4.853,F2,
2018-19,Sem3_Resit,B1503,10000200,11.431,D1,
2018-19,Sem3_Resit,B1503,10000203,6.290499999999999,E3,
2018-19,Sem3_Resit,B1503,10000215,8.28,E1,
2018-19,Sem3_Resit,B1503,10000219,7.624499999999999,E2,
2018-19,Sem3_Resit,B1503,10000233,7.5095,E2,
2018-19,Sem3_Resit,B1503,10000242,6.7505,E3,
2018-19,Sem3_Resit,B1503,10000247,4.484999999999999,F2,
2018-19,Sem3_Resit,B1503,10000253,2.9094999999999995,G1,
2018-19,Sem3_Resit,B1503,10000256,11.626499999999998,D1,
2018-19,Sem3_Resit,B1503,10000260,4.232,F2,
2018-19,Sem3_Resit,B1503,10000262,8.325999999999999,E1,
2018-19,Sem3_Resit,B1503,10000269,5.1979999999999995,F1,
2018-19,Sem3_Resit,B1503,10000281,11.132,D1,
2018-19,Sem3_Resit,B1503,10000284,14.512999999999998,C1,
2018-19,Sem3_Resit,B1503,10000292,10.304,D2,
2018-19,Sem3_Resit,B1503,10000293,5.1865,F1,
2018-19,Sem3_Resit,B1503,10000294,3.3465,F3,
2018-19,Sem3_Resit,B1503,10000300,1.518,G1,
2018-19,Sem3_Resit,B1503,10000306,7.888999999999999,E2,
2018-19,Sem3_Resit,B1503,10000312,9.7405,D3,
2018-19,Sem3_Resit,B1503,10000318,6.739,E3,
2018-19,Sem3_Resit,B1503,10000333,0.034499999999999996,G3,
2018-19,Sem3_Resit,B1503,10000340,5.991499999999999,F1,
2018-19,Sem3_Resit,B1503,10000342,5.037,F1,
2018-19,Sem3_Resit,B1503,10000348,4.0595,F2,
2018-19,Sem3_Resit,B1503,10000353,4.910499999999999,F2,
2018-19,Sem3_Resit,B1503,10000354,2.1965,G1,
2018-19,Sem3_Resit,B1503,10000356,7.566999999999999,E2,
2018-19,Sem3_Resit,B1503,10000360,5.5545,F1,
2018-19,Sem3_Resit,B1503,10000367,5.451,F1,
2018-19,Sem3_Resit,B1503,10000378,9.498999999999999,D3,
2018-19,Sem3_Resit,B1503,10000383,7.6819999999999995,E2,
2018-19,Sem3_Resit,B1503,10000385,6.3134999999999994,E3,
2018-19,Sem3_Resit,B1503,10000387,3.128,F3,
2018-19,Sem3_Resit,B1503,10000389,7.037999999999999,E2,
2018-19,Sem3_Resit,B1503,10000405,15.559499999999998,B3,
2018-19,Sem3_Resit,B1503,10000421,7.543999999999999,E2,
2018-19,Sem3_Resit,B1503,10000474,8.038499999999999,E1,
2018-19,Sem3_Resit,B1503,10000476,6.1754999999999995,E3,
2018-19,Sem3_Resit,B1504,10000129,5.3245,F1,
2018-19,Sem3_Resit,B1504,10000131,2.001,G1,
2018-19,Sem3_Resit,B1504,10000132,7.543999999999999,E2,
2018-19,Sem3_Resit,B1504,10000142,5.0255,F1,
2018-19,Sem3_Resit,B1504,10000160,5.359,F1,
2018-19,Sem3_Resit,B1504,10000161,5.842,F1,
2018-19,Sem3_Resit,B1504,10000165,4.6805,F2,
2018-19,Sem3_Resit,B1504,10000166,6.198499999999999,E3,
2018-19,Sem3_Resit,B1504,10000183,3.2544999999999997,F3,
2018-19,Sem3_Resit,B1504,10000190,10.212,D2,
2018-19,Sem3_Resit,B1504,10000196,9.084999999999999,D3,
2018-19,Sem3_Resit,B1504,10000203,5.795999999999999,F1,
2018-19,Sem3_Resit,B1504,10000206,13.4665,C2,
2018-19,Sem3_Resit,B1504,10000215,3.0704999999999996,F3,
2018-19,Sem3_Resit,B1504,10000219,7.6705,E2,
2018-19,Sem3_Resit,B1504,10000226,10.280999999999999,D2,
2018-19,Sem3_Resit,B1504,10000228,10.0625,D2,
2018-19,Sem3_Resit,B1504,10000233,7.337,E2,
2018-19,Sem3_Resit,B1504,10000242,6.865499999999999,E3,
2018-19,Sem3_Resit,B1504,10000247,8.567499999999999,E1,
2018-19,Sem3_Resit,B1504,10000253,6.8309999999999995,E3,
2018-19,Sem3_Resit,B1504,10000260,6.681499999999999,E3,
2018-19,Sem3_Resit,B1504,10000262,5.8995,F1,
2018-19,Sem3_Resit,B1504,10000269,5.75,F1,
2018-19,Sem3_Resit,B1504,10000276,6.911499999999999,E3,
2018-19,Sem3_Resit,B1504,10000287,4.358499999999999,F2,
2018-19,Sem3_Resit,B1504,10000293,5.359,F1,
2018-19,Sem3_Resit,B1504,10000294,10.603,D2,
2018-19,Sem3_Resit,B1504,10000306,7.6705,E2,
2018-19,Sem3_Resit,B1504,10000318,6.474499999999999,E3,
2018-19,Sem3_Resit,B1504,10000333,5.9225,F1,
2018-19,Sem3_Resit,B1504,10000340,6.853999999999999,E3,
2018-19,Sem3_Resit,B1504,10000342,4.8185,F2,
2018-19,Sem3_Resit,B1504,10000343,10.545499999999999,D2,
2018-19,Sem3_Resit,B1504,10000348,7.475,E2,
2018-19,Sem3_Resit,B1504,10000352,7.0725,E2,
2018-19,Sem3_Resit,B1504,10000353,3.5189999999999997,F3,
2018-19,Sem3_Resit,B1504,10000354,9.0505,D3,
2018-19,Sem3_Resit,B1504,10000356,9.9475,D3,
2018-19,Sem3_Resit,B1504,10000360,5.473999999999999,F1,
2018-19,Sem3_Resit,B1504,10000363,11.568999999999999,D1,
2018-19,Sem3_Resit,B1504,10000367,8.567499999999999,E1,
2018-19,Sem3_Resit,B1504,10000373,10.441999999999998,D2,
2018-19,Sem3_Resit,B1504,10000378,7.866,E2,
2018-19,Sem3_Resit,B1504,10000383,4.5424999999999995,F2,
2018-19,Sem3_Resit,B1504,10000385,5.289999999999999,F1,
2018-19,Sem3_Resit,B1504,10000387,6.946,E3,
2018-19,Sem3_Resit,B1504,10000389,4.8185,F2,
2018-19,Sem3_Resit,B1504,10000405,13.339999999999998,C2,
2018-19,Sem3_Resit,B1504,10000421,9.2575,D3,
2018-19,Sem3_Resit,B1504,10000423,5.2555,F1,
2018-19,Sem3_Resit,B1504,10000436,6.140999999999999,E3,
2018-19,Sem3_Resit,B1504,10000443,10.844499999999998,D2,
2018-19,Sem3_Resit,B1504,10000456,10.718,D2,
2018-19,Sem3_Resit,B1504,10000459,13.754,C2,
2018-19,Sem3_Resit,B1504,10000474,11.431,D1,
2018-19,Sem3_Resit,B1504,10000476,2.9094999999999995,G1,
2018-19,Sem3_Resit,B2002,10000150,9.475999999999999,D3,
2018-19,Sem3_Resit,B2002,10000007,3.8409999999999997,F3,
2018-19,Sem3_Resit,B2002,10000015,13.707999999999998,C2,
2018-19,Sem3_Resit,B2004,10000116,3.9559999999999995,F3,
2018-19,Sem3_Resit,B2004,10000231,3.2429999999999994,F3,
2018-19,Sem3_Resit,B2004,10000248,6.026,E3,
2018-19,Sem3_Resit,B2004,10000274,15.019,B3,
2018-19,Sem3_Resit,B2004,10000288,3.3695,F3,
2018-19,Sem3_Resit,B2004,10000332,6.842499999999999,E3,
2018-19,Sem3_Resit,B2004,10000368,5.3245,F1,
2018-19,Sem3_Resit,B2004,10000379,8.210999999999999,E1,
2018-19,Sem3_Resit,B2004,10000402,3.1165,F3,
2018-19,Sem3_Resit,B2004,10000007,3.933,F3,
2018-19,Sem3_Resit,B2004,10000021,15.6745,B3,
2018-19,Sem3_Resit,B2004,10000033,13.0985,C2,
2018-19,Sem3_Resit,B2004,10000034,9.1885,D3,
2018-19,Sem3_Resit,B2004,10000036,14.674,C1,
2018-19,Sem3_Resit,B2004,10000039,8.027,E1,
2018-19,Sem3_Resit,B2004,10000054,3.7604999999999995,F3,
2018-19,Sem3_Resit,B2004,10000055,10.476499999999998,D2,
2018-19,Sem3_Resit,B2004,10000061,5.3245,F1,
2018-19,Sem3_Resit,B2004,10000072,6.186999999999999,E3,
2018-19,Sem3_Resit,B2006,10000116,11.661,D1,
2018-19,Sem3_Resit,B2006,10000143,6.624,E3,
2018-19,Sem3_Resit,B2006,10000231,7.060999999999999,E2,
2018-19,Sem3_Resit,B2006,10000288,7.0954999999999995,E2,
2018-19,Sem3_Resit,B2006,10000332,9.763499999999999,D3,
2018-19,Sem3_Resit,B2006,10000379,3.8985,F3,
2018-19,Sem3_Resit,B2006,10000384,14.075999999999999,C1,
2018-19,Sem3_Resit,B2006,10000402,5.933999999999999,F1,
2018-19,Sem3_Resit,B2006,10000466,5.543,F1,
2018-19,Sem3_Resit,B2006,10000007,6.531999999999999,E3,
2018-19,Sem3_Resit,B2006,10000015,11.591999999999999,D1,
2018-19,Sem3_Resit,B2006,10000021,13.408999999999999,C2,
2018-19,Sem3_Resit,B2006,10000034,8.671,E1,
2018-19,Sem3_Resit,B2006,10000039,2.7944999999999998,G1,
2018-19,Sem3_Resit,B2006,10000054,8.648,E1,
2018-19,Sem3_Resit,B2006,10000072,4.093999999999999,F2,
2018-19,Sem3_Resit,B2007,10000116,6.715999999999999,E3,
2018-19,Sem3_Resit,B2007,10000143,5.3705,F1,
2018-19,Sem3_Resit,B2007,10000231,2.484,G1,
2018-19,Sem3_Resit,B2007,10000248,6.3134999999999994,E3,
2018-19,Sem3_Resit,B2007,10000332,7.8084999999999996,E2,
2018-19,Sem3_Resit,B2007,10000362,5.623499999999999,F1,
2018-19,Sem3_Resit,B2007,10000368,2.553,G1,
2018-19,Sem3_Resit,B2007,10000379,5.232499999999999,F1,
2018-19,Sem3_Resit,B2007,10000402,11.603499999999999,D1,
2018-19,Sem3_Resit,B2007,10000007,4.369999999999999,F2,
2018-19,Sem3_Resit,B2007,10000034,9.706,D3,
2018-19,Sem3_Resit,B2007,10000039,2.7024999999999997,G1,
2018-19,Sem3_Resit,B2007,10000054,6.946,E3,
2018-19,Sem3_Resit,B2007,10000055,12.960499999999998,C3,
2018-19,Sem3_Resit,B2007,10000058,12.649999999999999,C3,
2018-19,Sem3_Resit,B2007,10000061,7.2909999999999995,E2,
2018-19,Sem3_Resit,B2007,10000064,12.8915,C3,
2018-19,Sem3_Resit,B2007,10000073,6.336499999999999,E3,
2018-19,Sem3_Resit,B2009,10000231,3.4269999999999996,F3,
2018-19,Sem3_Resit,B2009,10000248,6.7044999999999995,E3,
2018-19,Sem3_Resit,B2009,10000288,6.842499999999999,E3,
2018-19,Sem3_Resit,B2009,10000332,8.958499999999999,E1,
2018-19,Sem3_Resit,B2009,10000362,10.395999999999999,D2,
2018-19,Sem3_Resit,B2009,10000379,5.243999999999999,F1,
2018-19,Sem3_Resit,B2009,10000466,12.4545,C3,
